 0.00000E+00 3.00001E+02 1.01325E+05 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.01092E+02 3.09972E+02 1.01464E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.00692E+02 3.19927E+02 1.01663E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.00192E+02 3.29941E+02 1.02041E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.00192E+02 3.39936E+02 1.02594E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 5.00192E+02 3.49930E+02 1.03307E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 6.00192E+02 3.59924E+02 1.04167E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 7.00192E+02 3.69918E+02 1.05165E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 8.00192E+02 3.79912E+02 1.06289E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 9.00192E+02 3.89905E+02 1.07534E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.00019E+03 3.99899E+02 1.08894E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.10019E+03 4.09893E+02 1.10364E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.20019E+03 4.19887E+02 1.11940E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.30019E+03 4.29881E+02 1.13618E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.40019E+03 4.39875E+02 1.15396E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.50019E+03 4.49869E+02 1.17270E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.60019E+03 4.59863E+02 1.19239E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.70019E+03 4.69856E+02 1.21298E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.80019E+03 4.79850E+02 1.23443E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 1.90019E+03 4.89844E+02 1.25670E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.00019E+03 4.99838E+02 1.27975E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.10019E+03 5.09832E+02 1.30284E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.20019E+03 5.19825E+02 1.32538E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.30019E+03 5.29818E+02 1.34746E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.40019E+03 5.39811E+02 1.36914E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.50019E+03 5.49803E+02 1.39044E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.60019E+03 5.59795E+02 1.41140E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.70019E+03 5.69787E+02 1.43208E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.80019E+03 5.79779E+02 1.45250E+05 1.12279E+01 6.40180E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 2.90019E+03 5.89770E+02 1.47272E+05 1.12279E+01 6.40179E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.00019E+03 5.99761E+02 1.49277E+05 1.12279E+01 6.40179E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.10019E+03 6.09751E+02 1.51269E+05 1.12279E+01 6.40178E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.20019E+03 6.19741E+02 1.53251E+05 1.12279E+01 6.40176E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.30019E+03 6.29731E+02 1.55228E+05 1.12279E+01 6.40172E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.40019E+03 6.39721E+02 1.57202E+05 1.12279E+01 6.40167E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.50019E+03 6.49710E+02 1.59177E+05 1.12279E+01 6.40152E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.60019E+03 6.59699E+02 1.61156E+05 1.12279E+01 6.40138E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.70019E+03 6.69688E+02 1.63141E+05 1.12279E+01 6.40095E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.80019E+03 6.79676E+02 1.65138E+05 1.12279E+01 6.40051E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 3.90019E+03 6.89664E+02 1.67140E+05 1.12279E+01 6.39932E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.00019E+03 6.99652E+02 1.69145E+05 1.12279E+01 6.39813E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.10019E+03 7.09639E+02 1.71150E+05 1.12278E+01 6.39504E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.20019E+03 7.19626E+02 1.73163E+05 1.12278E+01 6.39196E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.30019E+03 7.29612E+02 1.75196E+05 1.12277E+01 6.38438E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.40019E+03 7.39598E+02 1.77218E+05 1.12276E+01 6.37682E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.50019E+03 7.49584E+02 1.79228E+05 1.12276E+01 6.37199E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.60019E+03 7.59569E+02 1.81228E+05 1.12275E+01 6.36724E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.70019E+03 7.69554E+02 1.83222E+05 1.12275E+01 6.36417E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.80019E+03 7.79539E+02 1.85212E+05 1.12275E+01 6.36118E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 4.90019E+03 7.89523E+02 1.87198E+05 1.12275E+01 6.36115E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 5.00019E+03 7.99507E+02 1.89181E+05 1.12275E+01 6.36115E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 5.10019E+03 8.09490E+02 1.91161E+05 1.12275E+01 6.36115E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 5.20019E+03 8.19472E+02 1.93138E+05 1.12275E+01 6.36115E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 5.30019E+03 8.29455E+02 1.95115E+05 1.12275E+01 6.36114E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
 5.40019E+03 8.39437E+02 1.97093E+05 1.12275E+01 6.36114E-02 4.72000E+03 3.39100E+04 8.65000E+03 2.67866E+04
